REQUEST_ID,current.apparentTemperature,current.cloudCover,current.dewPoint,current.humidity,current.icon,current.precipIntensity,current.precipProbability,current.precipType,current.pressure,current.summary,current.temperature,current.time,current.uvIndex,current.visibility,current.windBearing,current.windGust,current.windSpeed,daily.apparentTemperatureHigh,daily.apparentTemperatureHighTime,daily.apparentTemperatureLow,daily.apparentTemperatureLowTime,daily.apparentTemperatureMax,daily.apparentTemperatureMaxTime,daily.apparentTemperatureMin,daily.apparentTemperatureMinTime,daily.cloudCover,daily.dewPoint,daily.humidity,daily.icon,daily.moonPhase,daily.precipAccumulation,daily.precipIntensity,daily.precipIntensityMax,daily.precipIntensityMaxTime,daily.precipProbability,daily.precipType,daily.pressure,daily.summary,daily.sunriseTime,daily.sunsetTime,daily.temperatureHigh,daily.temperatureHighTime,daily.temperatureLow,daily.temperatureLowTime,daily.temperatureMax,daily.temperatureMaxTime,daily.temperatureMin,daily.temperatureMinTime,daily.time,daily.uvIndex,daily.uvIndexTime,daily.visibility,daily.windBearing,daily.windGust,daily.windGustTime,daily.windSpeed,0,1
205260,3.62,0.64,-1.17,0.8,partly-cloudy-day,0.0,0.0,,1030.84,Mostly Cloudy,3.62,1514726280.0,0.0,10.0,245.0,0.65,0.39,15.59,1514750400.0,0.16,1514804400.0,15.59,1514750400.0,2.1,1514721600.0,0.54,1.87,0.75,partly-cloudy-day,0.45,0.078,0.0002,0.0019,1514750400.0,0.11,snow,1030.26,Mostly cloudy until evening.,1514724261.0,1514757861.0,15.59,1514750400.0,0.16,1514804400.0,15.59,1514750400.0,2.1,1514721600.0,1514696400.0,1.0,1514732400.0,9.08,264.0,5.3,1514696400.0,0.55,,
205259,3.53,0.63,-1.21,0.8,partly-cloudy-day,0.0,0.0,,1030.83,Mostly Cloudy,3.53,1514726220.0,0.0,10.0,246.0,0.65,0.39,15.54,1514750400.0,0.11,1514804400.0,15.54,1514750400.0,2.05,1514721600.0,0.54,1.87,0.75,partly-cloudy-day,0.45,0.078,0.0002,0.0019,1514750400.0,0.11,snow,1030.26,Mostly cloudy until evening.,1514724261.0,1514757861.0,15.54,1514750400.0,0.11,1514804400.0,15.54,1514750400.0,2.05,1514721600.0,1514696400.0,1.0,1514732400.0,9.08,264.0,5.3,1514696400.0,0.55,,
205258,2.81,0.63,-1.41,0.82,partly-cloudy-day,0.0,0.0,,1030.83,Mostly Cloudy,2.81,1514726100.0,0.0,10.0,244.0,0.96,0.64,14.65,1514750400.0,-0.33,1514804400.0,14.65,1514750400.0,1.41,1514721600.0,0.6,1.82,0.77,partly-cloudy-day,0.45,0.098,0.0002,0.0025,1514750400.0,0.12,snow,1030.26,Mostly cloudy until evening.,1514724223.0,1514757857.0,14.65,1514750400.0,-0.33,1514804400.0,14.65,1514750400.0,1.41,1514721600.0,1514696400.0,1.0,1514732400.0,9.06,256.0,5.38,1514696400.0,0.62,,
205257,3.14,0.54,-1.63,0.8,partly-cloudy-day,0.0,0.0,,1030.79,Partly Cloudy,3.14,1514725620.0,0.0,10.0,248.0,0.6,0.41,15.51,1514750400.0,0.1,1514804400.0,15.51,1514750400.0,2.02,1514721600.0,0.54,1.83,0.75,partly-cloudy-day,0.45,0.079,0.0002,0.002,1514750400.0,0.11,snow,1030.26,Mostly cloudy until evening.,1514724254.0,1514757855.0,15.51,1514750400.0,0.1,1514804400.0,15.51,1514750400.0,2.02,1514721600.0,1514696400.0,1.0,1514732400.0,9.07,263.0,5.3,1514696400.0,0.53,,
205256,1.57,0.36,-2.82,0.81,partly-cloudy-night,0.0,0.0,,1029.69,Partly Cloudy,1.57,1514722260.0,0.0,10.0,250.0,0.51,0.43,14.79,1514750400.0,-0.44,1514804400.0,14.79,1514750400.0,1.42,1514721600.0,0.58,1.82,0.77,partly-cloudy-day,0.45,0.084,0.0002,0.0022,1514750400.0,0.11,snow,1030.25,Mostly cloudy until evening.,1514724238.0,1514757853.0,14.79,1514750400.0,-0.44,1514804400.0,14.79,1514750400.0,1.42,1514721600.0,1514696400.0,1.0,1514732400.0,9.05,258.0,5.34,1514696400.0,0.62,,
205255,2.43,0.36,-2.69,0.79,partly-cloudy-night,0.0,0.0,,1029.64,Partly Cloudy,2.43,1514722140.0,0.0,10.0,258.0,0.31,0.29,15.71,1514750400.0,0.23,1514804400.0,15.71,1514750400.0,2.3,1514721600.0,0.55,1.98,0.75,partly-cloudy-day,0.45,0.078,0.0002,0.0018,1514750400.0,0.11,snow,1030.28,Mostly cloudy until evening.,1514724279.0,1514757880.0,15.71,1514750400.0,0.23,1514804400.0,15.71,1514750400.0,2.3,1514721600.0,1514696400.0,1.0,1514732400.0,9.1,263.0,5.34,1514696400.0,0.59,,
205254,1.23,0.3,-2.94,0.82,partly-cloudy-night,0.0,0.0,,1029.44,Partly Cloudy,1.23,1514721540.0,0.0,10.0,257.0,0.24,0.22,14.89,1514750400.0,-0.71,1514804400.0,14.89,1514750400.0,1.22,1514721600.0,0.54,1.92,0.78,partly-cloudy-day,0.45,0.068,0.0001,0.0017,1514750400.0,0.1,snow,1030.27,Mostly cloudy until evening.,1514724275.0,1514757865.0,14.89,1514750400.0,-0.71,1514804400.0,14.89,1514750400.0,1.22,1514721600.0,1514696400.0,1.0,1514732400.0,9.08,265.0,5.31,1514696400.0,0.56,,
205253,2.35,0.29,-3.01,0.78,partly-cloudy-night,0.0,0.0,,1029.24,Partly Cloudy,2.35,1514720580.0,0.0,10.0,249.0,0.36,0.26,15.49,1514750400.0,0.25,1514804400.0,15.49,1514750400.0,2.12,1514721600.0,0.58,1.77,0.75,partly-cloudy-day,0.45,0.085,0.0002,0.0022,1514750400.0,0.11,snow,1030.25,Mostly cloudy until evening.,1514724232.0,1514757845.0,15.49,1514750400.0,0.25,1514804400.0,15.49,1514750400.0,2.12,1514721600.0,1514696400.0,1.0,1514732400.0,9.04,258.0,5.33,1514696400.0,0.61,,
205252,2.16,0.23,-2.85,0.79,clear-night,0.0,0.0,,1028.93,Clear,2.16,1514719140.0,0.0,10.0,256.0,0.25,0.06,15.15,1514750400.0,-0.17,1514804400.0,15.15,1514750400.0,1.71,1514721600.0,0.55,1.9,0.76,partly-cloudy-day,0.45,0.083,0.0002,0.002,1514750400.0,0.11,snow,1030.27,Mostly cloudy until evening.,1514724259.0,1514757870.0,15.15,1514750400.0,-0.17,1514804400.0,15.15,1514750400.0,1.71,1514721600.0,1514696400.0,1.0,1514732400.0,9.09,262.0,5.34,1514696400.0,0.56,,
205251,1.88,0.25,-2.94,0.8,partly-cloudy-night,0.0,0.0,,1028.89,Partly Cloudy,1.88,1514718900.0,0.0,10.0,246.0,0.32,0.11,14.59,1514750400.0,-0.42,1514804400.0,14.59,1514750400.0,1.32,1514721600.0,0.59,1.81,0.77,partly-cloudy-day,0.45,0.097,0.0002,0.0025,1514750400.0,0.11,snow,1030.26,Mostly cloudy until evening.,1514724226.0,1514757857.0,14.59,1514750400.0,-0.42,1514804400.0,14.59,1514750400.0,1.32,1514721600.0,1514696400.0,1.0,1514732400.0,9.06,257.0,5.37,1514696400.0,0.63,,
205250,1.7,0.23,-2.88,0.81,clear-night,0.0,0.0,,1028.88,Clear,1.7,1514718900.0,0.0,10.0,258.0,0.25,0.05,14.69,1514750400.0,-0.57,1514804400.0,14.69,1514750400.0,1.24,1514721600.0,0.56,1.92,0.78,partly-cloudy-day,0.45,0.088,0.0002,0.0021,1514750400.0,0.11,snow,1030.27,Mostly cloudy until evening.,1514724259.0,1514757880.0,14.69,1514750400.0,-0.57,1514804400.0,14.69,1514750400.0,1.24,1514721600.0,1514696400.0,1.0,1514732400.0,9.1,261.0,5.37,1514696400.0,0.56,,
205249,2.07,0.11,-2.73,0.8,clear-night,0.0,0.0,,1028.73,Clear,2.07,1514716500.0,0.0,10.0,271.0,0.4,0.21,14.98,1514750400.0,-0.62,1514804400.0,14.98,1514750400.0,1.31,1514721600.0,0.54,1.92,0.78,partly-cloudy-day,0.45,0.068,0.0001,0.0017,1514750400.0,0.1,snow,1030.27,Mostly cloudy until evening.,1514724276.0,1514757866.0,14.98,1514750400.0,-0.62,1514804400.0,14.98,1514750400.0,1.31,1514721600.0,1514696400.0,1.0,1514732400.0,9.08,265.0,5.31,1514696400.0,0.56,,
205247,2.4,0.22,-2.77,0.78,clear-night,0.0,0.0,,1028.8,Clear,2.4,1514714820.0,0.0,10.0,261.0,0.38,0.28,14.57,1514750400.0,-0.44,1514804400.0,14.57,1514750400.0,1.31,1514721600.0,0.6,1.82,0.78,partly-cloudy-day,0.45,0.097,0.0002,0.0025,1514750400.0,0.11,snow,1030.26,Mostly cloudy until evening.,1514724226.0,1514757859.0,14.57,1514750400.0,-0.44,1514804400.0,14.57,1514750400.0,1.31,1514721600.0,1514696400.0,1.0,1514732400.0,9.06,257.0,5.38,1514696400.0,0.63,,
205246,1.86,0.02,-2.75,0.8,clear-night,0.0,0.0,,1028.8,Clear,1.86,1514714700.0,0.0,10.0,269.0,0.56,0.45,14.64,1514750400.0,-0.94,1514804400.0,14.64,1514750400.0,0.98,1514721600.0,0.53,1.87,0.79,partly-cloudy-day,0.45,0.07,0.0002,0.0018,1514750400.0,0.11,snow,1030.26,Mostly cloudy until evening.,1514724270.0,1514757860.0,14.64,1514750400.0,-0.94,1514804400.0,14.64,1514750400.0,0.98,1514721600.0,1514696400.0,1.0,1514732400.0,9.08,265.0,5.31,1514696400.0,0.55,,
205245,1.87,0.01,-2.75,0.8,clear-night,0.0,0.0,,1028.81,Clear,1.87,1514714520.0,0.0,10.0,269.0,0.58,0.47,14.64,1514750400.0,-0.95,1514804400.0,14.64,1514750400.0,0.98,1514721600.0,0.53,1.87,0.79,partly-cloudy-day,0.45,0.07,0.0002,0.0018,1514750400.0,0.11,snow,1030.26,Mostly cloudy until evening.,1514724270.0,1514757860.0,14.64,1514750400.0,-0.95,1514804400.0,14.64,1514750400.0,0.98,1514721600.0,1514696400.0,1.0,1514732400.0,9.08,265.0,5.31,1514696400.0,0.55,,
205244,2.64,0.01,-2.72,0.78,clear-night,0.0,0.0,,1028.8,Clear,2.64,1514714520.0,0.0,10.0,269.0,0.56,0.47,15.22,1514750400.0,-0.17,1514804400.0,15.22,1514750400.0,1.87,1514721600.0,0.55,1.94,0.76,partly-cloudy-day,0.45,0.08,0.0002,0.0019,1514750400.0,0.11,snow,1030.27,Mostly cloudy until evening.,1514724270.0,1514757876.0,15.22,1514750400.0,-0.17,1514804400.0,15.22,1514750400.0,1.87,1514721600.0,1514696400.0,1.0,1514732400.0,9.1,263.0,5.33,1514696400.0,0.57,,
205243,2.77,0.01,-2.75,0.77,clear-night,0.0,0.0,,1028.81,Clear,2.77,1514714340.0,0.0,10.0,269.0,0.47,0.39,15.25,1514750400.0,-0.04,1514804400.0,15.25,1514750400.0,1.82,1514721600.0,0.55,1.86,0.76,partly-cloudy-day,0.45,0.086,0.0002,0.0021,1514750400.0,0.11,snow,1030.26,Mostly cloudy until evening.,1514724251.0,1514757866.0,15.25,1514750400.0,-0.04,1514804400.0,15.25,1514750400.0,1.82,1514721600.0,1514696400.0,1.0,1514732400.0,9.09,262.0,5.34,1514696400.0,0.54,,
205242,2.18,0.1,-2.74,0.79,clear-night,0.0,0.0,,1028.79,Clear,2.18,1514713860.0,0.0,10.0,270.0,0.45,0.38,14.6,1514750400.0,-0.62,1514804400.0,14.6,1514750400.0,1.2,1514721600.0,0.56,1.86,0.78,partly-cloudy-day,0.45,0.09,0.0002,0.0022,1514750400.0,0.11,snow,1030.27,Mostly cloudy until evening.,1514724245.0,1514757871.0,14.6,1514750400.0,-0.62,1514804400.0,14.6,1514750400.0,1.2,1514721600.0,1514696400.0,1.0,1514732400.0,9.1,260.0,5.38,1514696400.0,0.54,,
205241,3.29,0.31,-2.67,0.76,partly-cloudy-night,0.0,0.0,,1028.8,Partly Cloudy,3.29,1514713620.0,0.0,10.0,264.0,0.57,0.37,15.49,1514750400.0,0.29,1514804400.0,15.49,1514750400.0,2.16,1514721600.0,0.58,1.78,0.74,partly-cloudy-day,0.45,0.085,0.0002,0.0022,1514750400.0,0.11,snow,1030.25,Mostly cloudy until evening.,1514724231.0,1514757845.0,15.49,1514750400.0,0.29,1514804400.0,15.49,1514750400.0,2.16,1514721600.0,1514696400.0,1.0,1514732400.0,9.04,258.0,5.33,1514696400.0,0.6,,
205240,2.67,0.33,-2.62,0.78,partly-cloudy-night,0.0,0.0,,1028.78,Partly Cloudy,2.67,1514713500.0,0.0,10.0,265.0,0.54,0.34,14.65,1514750400.0,-0.3,1514804400.0,14.65,1514750400.0,1.45,1514721600.0,0.6,1.88,0.77,partly-cloudy-day,0.45,0.098,0.0002,0.0025,1514750400.0,0.12,snow,1030.26,Mostly cloudy until evening.,1514724223.0,1514757857.0,14.65,1514750400.0,-0.3,1514804400.0,14.65,1514750400.0,1.45,1514721600.0,1514696400.0,1.0,1514732400.0,9.06,256.0,5.21,1514696400.0,0.62,,
205239,2.67,0.36,-2.65,0.78,partly-cloudy-night,0.0,0.0,,1028.78,Partly Cloudy,2.67,1514713320.0,0.0,10.0,266.0,0.59,0.38,14.86,1514750400.0,-0.28,1514804400.0,14.86,1514750400.0,1.54,1514721600.0,0.59,1.82,0.77,partly-cloudy-day,0.45,0.093,0.0002,0.0024,1514750400.0,0.11,snow,1030.26,Mostly cloudy until evening.,1514724231.0,1514757856.0,14.86,1514750400.0,-0.28,1514804400.0,14.86,1514750400.0,1.54,1514721600.0,1514696400.0,1.0,1514732400.0,9.06,257.0,5.38,1514696400.0,0.63,,
205238,2.7,0.41,-2.61,0.78,partly-cloudy-night,0.0,0.0,,1028.77,Partly Cloudy,2.7,1514712960.0,0.0,10.0,267.0,0.65,0.39,14.86,1514750400.0,-0.28,1514804400.0,14.86,1514750400.0,1.54,1514721600.0,0.59,1.82,0.77,partly-cloudy-day,0.45,0.093,0.0002,0.0024,1514750400.0,0.11,snow,1030.26,Mostly cloudy until evening.,1514724231.0,1514757856.0,14.86,1514750400.0,-0.28,1514804400.0,14.86,1514750400.0,1.54,1514721600.0,1514696400.0,1.0,1514732400.0,9.06,257.0,5.38,1514696400.0,0.63,,
205237,2.69,0.69,-2.35,0.79,partly-cloudy-night,0.0,0.0,,1028.71,Mostly Cloudy,2.69,1514710860.0,0.0,10.0,273.0,0.97,0.46,14.63,1514750400.0,-0.35,1514804400.0,14.63,1514750400.0,1.39,1514721600.0,0.6,1.82,0.77,partly-cloudy-day,0.45,0.097,0.0002,0.0025,1514750400.0,0.12,snow,1030.26,Mostly cloudy until evening.,1514724224.0,1514757856.0,14.63,1514750400.0,-0.35,1514804400.0,14.63,1514750400.0,1.39,1514721600.0,1514696400.0,1.0,1514732400.0,9.06,256.0,5.38,1514696400.0,0.62,,
205236,11.78,0.81,5.07,0.74,partly-cloudy-night,0.0,0.0,,1024.4,Mostly Cloudy,11.78,1514684100.0,0.0,9.58,293.0,5.66,2.3,18.29,1514656800.0,1.48,1514721600.0,18.29,1514656800.0,1.79,1514692800.0,0.92,11.58,0.82,fog,0.41,0.072,0.0002,0.0006,1514653200.0,0.07,snow,1020.4,Foggy until afternoon.,1514637849.0,1514671429.0,18.85,1514660400.0,1.48,1514721600.0,18.85,1514660400.0,9.0,1514692800.0,1514610000.0,1.0,1514646000.0,4.32,271.0,8.9,1514660400.0,1.9,,
205235,12.25,0.8,5.34,0.73,partly-cloudy-night,0.0,0.0,,1024.29,Mostly Cloudy,12.25,1514683800.0,0.0,7.53,293.0,5.68,2.39,18.48,1514656800.0,1.71,1514721600.0,18.48,1514656800.0,2.25,1514692800.0,0.91,11.53,0.81,fog,0.41,0.078,0.0002,0.0006,1514653200.0,0.08,snow,1020.39,Foggy until afternoon.,1514637833.0,1514671407.0,19.06,1514660400.0,1.71,1514721600.0,19.06,1514660400.0,9.27,1514692800.0,1514610000.0,1.0,1514646000.0,4.0,271.0,8.95,1514660400.0,1.85,,
205234,13.05,0.82,5.75,0.72,partly-cloudy-night,0.0,0.0,,1024.11,Mostly Cloudy,13.05,1514683080.0,0.0,9.3,299.0,6.01,2.47,19.12,1514656800.0,2.2,1514721600.0,19.12,1514656800.0,2.62,1514692800.0,0.92,11.53,0.79,fog,0.41,0.077,0.0002,0.0007,1514653200.0,0.08,snow,1020.4,Foggy until afternoon.,1514637860.0,1514671422.0,19.66,1514660400.0,2.2,1514721600.0,19.66,1514660400.0,9.83,1514692800.0,1514610000.0,1.0,1514646000.0,4.31,271.0,8.87,1514660400.0,1.95,,
205233,8.24,0.84,8.48,0.79,partly-cloudy-night,0.0,0.0,,1021.97,Mostly Cloudy,13.87,1514677140.0,0.0,6.53,294.0,6.59,3.31,17.93,1514656800.0,1.2,1514721600.0,17.93,1514656800.0,1.61,1514692800.0,0.92,11.6,0.83,fog,0.41,0.064,0.0001,0.0005,1514635200.0,0.07,snow,1020.4,Foggy until afternoon.,1514637837.0,1514671425.0,18.52,1514660400.0,1.2,1514721600.0,18.52,1514660400.0,8.67,1514692800.0,1514610000.0,1.0,1514646000.0,4.31,271.0,8.94,1514660400.0,1.83,,
205232,9.65,0.85,8.51,0.75,partly-cloudy-night,0.0,0.0,,1021.89,Mostly Cloudy,15.07,1514676900.0,0.0,6.67,295.0,6.73,3.28,19.04,1514656800.0,2.26,1514721600.0,19.04,1514656800.0,2.88,1514692800.0,0.92,11.54,0.79,fog,0.41,0.063,0.0002,0.0005,1514653200.0,0.07,snow,1020.39,Foggy until afternoon.,1514637839.0,1514671414.0,19.62,1514660400.0,2.26,1514721600.0,19.62,1514660400.0,9.8,1514692800.0,1514610000.0,1.0,1514646000.0,4.3,272.0,8.91,1514660400.0,1.83,,
205231,9.72,0.88,8.62,0.75,partly-cloudy-night,0.0,0.0,,1021.77,Mostly Cloudy,15.13,1514676540.0,0.0,6.94,295.0,6.73,3.29,18.99,1514656800.0,2.21,1514721600.0,18.99,1514656800.0,2.72,1514692800.0,0.92,11.55,0.79,fog,0.41,0.067,0.0002,0.0006,1514653200.0,0.07,snow,1020.4,Foggy until afternoon.,1514637844.0,1514671419.0,19.57,1514660400.0,2.21,1514721600.0,19.57,1514660400.0,9.74,1514692800.0,1514610000.0,1.0,1514646000.0,4.31,271.0,8.9,1514660400.0,1.86,,
205229,8.72,0.9,8.73,0.78,partly-cloudy-night,0.0,0.0,,1021.65,Mostly Cloudy,14.26,1514676180.0,0.0,7.15,295.0,6.64,3.29,18.03,1514656800.0,1.24,1514721600.0,18.03,1514656800.0,1.47,1514692800.0,0.92,11.6,0.83,fog,0.41,0.074,0.0002,0.0006,1514653200.0,0.09,snow,1020.41,Foggy until afternoon.,1514637850.0,1514671433.0,18.6,1514660400.0,1.24,1514721600.0,18.6,1514660400.0,8.74,1514692800.0,1514610000.0,1.0,1514646000.0,4.32,271.0,8.9,1514660400.0,1.9,,
205228,9.59,0.91,8.7,0.75,partly-cloudy-night,0.0,0.0,,1021.56,Mostly Cloudy,15.06,1514675940.0,0.0,6.61,293.0,6.79,3.32,18.69,1514656800.0,1.85,1514721600.0,18.69,1514656800.0,2.52,1514692800.0,0.91,11.48,0.8,fog,0.41,0.079,0.0002,0.0006,1514653200.0,0.09,snow,1020.38,Foggy until afternoon.,1514637836.0,1514671400.0,19.26,1514660400.0,1.85,1514721600.0,19.26,1514660400.0,9.48,1514692800.0,1514610000.0,1.0,1514646000.0,3.98,272.0,8.9,1514660400.0,1.85,,
205226,12.12,1.0,11.93,0.8,cloudy,0.0,0.0,,1019.01,Overcast,17.15,1514668920.0,0.0,3.75,277.0,6.78,3.23,18.08,1514656800.0,1.34,1514721600.0,18.08,1514656800.0,1.61,1514692800.0,0.92,11.61,0.83,fog,0.41,0.071,0.0002,0.0005,1514624400.0,0.07,snow,1020.41,Foggy until afternoon.,1514637846.0,1514671430.0,18.66,1514660400.0,1.34,1514721600.0,18.66,1514660400.0,8.81,1514692800.0,1514610000.0,1.0,1514646000.0,4.32,271.0,8.9,1514660400.0,1.88,,
205225,13.01,1.0,12.02,0.76,cloudy,0.0,0.0,,1018.81,Overcast,18.24,1514668440.0,0.0,3.09,277.0,6.95,3.44,19.05,1514656800.0,2.27,1514721600.0,19.05,1514656800.0,2.88,1514692800.0,0.92,11.54,0.79,fog,0.41,0.064,0.0002,0.0005,1514653200.0,0.07,snow,1020.39,Foggy until afternoon.,1514637839.0,1514671415.0,19.62,1514660400.0,2.27,1514721600.0,19.62,1514660400.0,9.81,1514692800.0,1514610000.0,1.0,1514646000.0,4.3,272.0,8.91,1514660400.0,1.83,,
205224,12.48,1.0,12.42,0.77,cloudy,0.0,0.0,,1018.22,Overcast,18.33,1514666340.0,0.0,2.37,273.0,7.64,3.86,18.6,1514656800.0,1.83,1514721600.0,18.6,1514656800.0,2.41,1514692800.0,0.91,11.54,0.8,fog,0.41,0.078,0.0002,0.0006,1514624400.0,0.08,snow,1020.39,Foggy until afternoon.,1514637833.0,1514671410.0,19.18,1514660400.0,1.83,1514721600.0,19.18,1514660400.0,9.38,1514692800.0,1514610000.0,1.0,1514646000.0,4.01,271.0,8.93,1514660400.0,1.85,,
205223,13.28,1.0,12.58,0.76,cloudy,0.0,0.0,,1017.85,Overcast,18.81,1514664780.0,0.0,2.79,269.0,8.27,3.69,18.69,1514656800.0,1.91,1514721600.0,18.69,1514656800.0,2.67,1514692800.0,0.91,11.48,0.8,fog,0.41,0.066,0.0002,0.0005,1514653200.0,0.07,snow,1020.38,Foggy until afternoon.,1514637824.0,1514671394.0,19.28,1514660400.0,1.91,1514721600.0,19.28,1514660400.0,9.52,1514692800.0,1514610000.0,1.0,1514646000.0,3.96,272.0,8.97,1514660400.0,1.79,,
205222,13.61,1.0,12.67,0.75,cloudy,0.0,0.0,,1017.85,Overcast,19.23,1514664660.0,0.0,2.83,268.0,8.29,3.8,19.11,1514656800.0,2.33,1514721600.0,19.11,1514656800.0,2.95,1514692800.0,0.92,11.54,0.79,fog,0.41,0.063,0.0002,0.0005,1514653200.0,0.07,snow,1020.39,Foggy until afternoon.,1514637839.0,1514671415.0,19.68,1514660400.0,2.33,1514721600.0,19.68,1514660400.0,9.87,1514692800.0,1514610000.0,1.0,1514646000.0,4.3,272.0,8.91,1514660400.0,1.83,,
205221,13.62,1.0,12.68,0.75,cloudy,0.0,0.0,,1017.84,Overcast,19.25,1514664600.0,0.0,2.84,267.0,8.31,3.8,19.11,1514656800.0,2.33,1514721600.0,19.11,1514656800.0,2.95,1514692800.0,0.92,11.54,0.79,fog,0.41,0.063,0.0002,0.0005,1514653200.0,0.07,snow,1020.39,Foggy until afternoon.,1514637839.0,1514671415.0,19.68,1514660400.0,2.33,1514721600.0,19.68,1514660400.0,9.87,1514692800.0,1514610000.0,1.0,1514646000.0,4.3,272.0,8.91,1514660400.0,1.83,,
205220,13.7,1.0,13.02,0.76,cloudy,0.0,0.0,,1017.39,Overcast,19.4,1514661840.0,1.0,4.23,260.0,8.76,3.87,18.94,1514656800.0,2.16,1514721600.0,18.94,1514656800.0,2.76,1514692800.0,0.92,11.53,0.79,fog,0.41,0.078,0.0002,0.0006,1514624400.0,0.08,snow,1020.39,Foggy until afternoon.,1514637836.0,1514671410.0,19.52,1514660400.0,2.16,1514721600.0,19.52,1514660400.0,9.72,1514692800.0,1514610000.0,1.0,1514646000.0,4.05,272.0,8.92,1514660400.0,1.86,,
205219,13.84,1.0,13.08,0.76,cloudy,0.0,0.0,,1017.34,Overcast,19.51,1514661480.0,1.0,4.83,259.0,8.8,3.86,19.02,1514656800.0,2.24,1514721600.0,19.02,1514656800.0,2.86,1514692800.0,0.92,11.54,0.79,fog,0.41,0.063,0.0002,0.0005,1514653200.0,0.07,snow,1020.39,Foggy until afternoon.,1514637839.0,1514671415.0,19.6,1514660400.0,2.24,1514721600.0,19.6,1514660400.0,9.78,1514692800.0,1514610000.0,1.0,1514646000.0,4.3,272.0,8.91,1514660400.0,1.83,,
205218,13.16,0.99,13.19,0.79,cloudy,0.0,0.0,,1017.17,Overcast,18.74,1514659800.0,1.0,5.41,257.0,8.45,3.72,18.26,1514656800.0,1.51,1514721600.0,18.26,1514656800.0,2.01,1514692800.0,0.91,11.55,0.82,fog,0.41,0.078,0.0002,0.0006,1514624400.0,0.08,snow,1020.39,Foggy until afternoon.,1514637832.0,1514671410.0,18.84,1514660400.0,1.51,1514721600.0,18.84,1514660400.0,9.05,1514692800.0,1514610000.0,1.0,1514646000.0,4.01,271.0,8.96,1514660400.0,1.84,,
205217,14.45,0.94,13.03,0.76,cloudy,0.0,0.0,,1017.14,Overcast,19.25,1514658120.0,1.0,6.05,259.0,7.41,3.26,19.06,1514656800.0,2.12,1514721600.0,19.06,1514656800.0,2.93,1514692800.0,0.91,11.42,0.79,fog,0.41,0.071,0.0002,0.0007,1514653200.0,0.08,snow,1020.37,Foggy until afternoon.,1514637840.0,1514671392.0,19.58,1514660400.0,2.12,1514721600.0,19.58,1514660400.0,9.85,1514692800.0,1514610000.0,1.0,1514646000.0,4.0,272.0,9.04,1514660400.0,1.87,,
205216,18.11,1.0,13.25,0.81,cloudy,0.0001,0.01,snow,1017.39,Overcast,18.11,1514655960.0,1.0,6.11,259.0,5.57,2.67,18.36,1514656800.0,1.62,1514721600.0,18.36,1514656800.0,1.98,1514692800.0,0.92,11.6,0.82,fog,0.41,0.069,0.0002,0.0005,1514624400.0,0.07,snow,1020.4,Foggy until afternoon.,1514637843.0,1514671428.0,18.94,1514660400.0,1.62,1514721600.0,18.94,1514660400.0,9.09,1514692800.0,1514610000.0,1.0,1514646000.0,4.32,271.0,8.91,1514660400.0,1.86,,
205215,17.43,1.0,13.31,0.84,cloudy,0.0003,0.03,snow,1017.64,Overcast,17.43,1514655060.0,1.0,4.73,260.0,5.25,2.53,17.94,1514656800.0,1.2,1514721600.0,17.94,1514656800.0,1.46,1514692800.0,0.92,11.62,0.83,fog,0.41,0.071,0.0002,0.0005,1514624400.0,0.07,snow,1020.41,Foggy until afternoon.,1514637844.0,1514671431.0,18.52,1514660400.0,1.2,1514721600.0,18.52,1514660400.0,8.66,1514692800.0,1514610000.0,1.0,1514646000.0,4.32,271.0,8.91,1514660400.0,1.88,,
205214,17.41,0.98,13.3,0.84,cloudy,0.0003,0.04,snow,1017.65,Overcast,17.41,1514654820.0,2.0,4.13,261.0,4.93,2.33,17.95,1514656800.0,1.3,1514721600.0,17.95,1514656800.0,1.85,1514692800.0,0.92,11.6,0.83,fog,0.41,0.079,0.0002,0.0005,1514635200.0,0.07,snow,1020.4,Foggy until afternoon.,1514637817.0,1514671412.0,18.55,1514660400.0,1.3,1514721600.0,18.55,1514660400.0,8.74,1514692800.0,1514610000.0,1.0,1514646000.0,4.01,272.0,8.99,1514660400.0,1.78,,
205213,17.25,1.0,13.37,0.84,fog,0.0004,0.05,snow,1018.47,Foggy,17.25,1514651880.0,1.0,1.53,266.0,4.12,2.15,18.34,1514656800.0,1.61,1514721600.0,18.34,1514656800.0,1.98,1514692800.0,0.92,11.61,0.82,fog,0.41,0.068,0.0002,0.0005,1514624400.0,0.07,snow,1020.41,Foggy until afternoon.,1514637842.0,1514671428.0,18.93,1514660400.0,1.61,1514721600.0,18.93,1514660400.0,9.08,1514692800.0,1514610000.0,1.0,1514646000.0,4.32,271.0,8.92,1514660400.0,1.86,,
205212,18.03,1.0,13.15,0.81,fog,0.0003,0.02,snow,1018.77,Foggy,18.03,1514650500.0,1.0,1.12,268.0,3.89,2.17,19.25,1514656800.0,2.38,1514721600.0,19.25,1514656800.0,3.06,1514692800.0,0.92,11.48,0.78,fog,0.41,0.051,0.0001,0.0006,1514653200.0,0.09,snow,1020.38,Foggy until afternoon.,1514637846.0,1514671406.0,19.81,1514660400.0,2.38,1514721600.0,19.81,1514660400.0,10.01,1514692800.0,1514610000.0,1.0,1514646000.0,4.29,272.0,8.87,1514660400.0,1.86,,
